Gene Name,ZT1,ZT4,ZT7,ZT10,ZT13,ZT16,ZT19,ZT22
Slc35d2,22.175,23.244,17.726,12.555,20.233,19.578,32.698,24.543
Mreg,8.61,6.535,3.713,5.929,11.364,13.823,15.157,12.017
Prdm10,4.205,4.422,3.673,2.79,3.842,3.968,5.37,4.689
Fam89a,5.292578248,6.594786978,3.009525803,1.627760913,2.649429499,3.548623469,7.880247043,5.388883073
Neurl2,18.47750865,6.320645905,4.832756632,2.848904268,2.272202999,4.844290657,19.97693195,10.58823529
Alas2,8.009,6.692,5.25,4.287,7.828,5.44,11.318,10.181
Aqp8,31.43665768,12.02425876,4.520215633,4.307277628,7.452830189,32.44204852,42.07277628,26.02695418
Echdc1,6.608,5.752,5.509,6.045,6.858,7.174,8.758,8.394
Sco2,68.73626374,60.21978022,27.41758242,16.75824176,42.41758242,69.28571429,108.9010989,100
Stat5b,26.831,26.179,21.758,15.738,21.939,20.419,30.816,28.363
Htatip2,30.885,23.244,16.129,14.183,18.438,22.758,31.468,29.806
Orc3,4.705,5.048,4.332,5.333,5.996,5.86,7.102,6.968
Slc44a1,7.308,4.5,4.911,4.737,7.433,8.409,11.042,8.165
Acox2,86.499,91.178,54.177,33.016,65.207,68.247,117.091,95.27
Gcat,15.75585007,11.87202319,14.81983848,13.7823566,15.1874094,16.24456409,21.79954442,15.7020087
Kdm4a,11.864,12.64,8.663,8.661,13.178,13.691,13.927,12.968
Nr1h3,31.5625,32.97040636,27.09032686,33.47283569,36.45759717,42.91850707,46.91364841,36.58789753
Dlg3,5.206,5.244,4.052,3.284,4.919,4.704,5.972,5.361
Pet100,13.15328467,14.27737226,9.620437956,11.03649635,13.89781022,16.49635036,16.84671533,15.5620438
Llgl2,13.816,11.661,7.246,8.675,9.479,10.985,15.057,13.854
Abca2,7.559,5.948,5.749,3.589,7.81,10.407,12.873,7.591
Cry1,4.956,2.661,4.811,4.795,15.996,12.561,21.23,18.428
Hmgcr,44.101,39.25,45.134,41.386,48.061,91.609,98.094,57.021
Nipsnap1,22.426,23.871,19.064,21.507,24.56,31.482,33.903,29.363
Cnih1,5.456,6.887,7.146,8.239,8.51,8.278,8.708,8.148
Cyp8b1,248.4923077,263.0871795,184.774359,102.6923077,187.5435897,234.2205128,426.0923077,302.8410256
Nr2f6,62.20774769,66.53925266,49.78573877,68.37504285,67.33287624,68.78299623,76.73637299,72.72883099
Fpgs,78.79899655,89.98745688,47.48928609,48.81885649,71.02853559,72.4072332,110.3240305,99.90697188
Gnmt,680.539281,732.8828229,614.5406125,446.8841545,607.8095872,704.747004,788.9214381,786.770972
Gstm3,17.84133372,6.412762288,4.360448405,1.379706812,5.107789595,4.834722621,24.3087094,21.67864329
Lasp1,17.921,19.449,9.242,9.94,14.865,15.321,22.434,19.838
Sigmar1,67.31051345,67.45721271,47.34718826,38.54523227,40.15892421,70.03667482,88.04400978,72.34718826
Rorc,10.412,10.605,25.99,63.344,67.917,93.186,96.915,23.69
Cd4,4.956,3.874,2.914,1.904,2.406,3.101,7.353,3.902
Nr1h3,31.73593315,33.1810585,27.15654596,33.5810585,36.66629526,43.10083565,47.22451253,36.75320334
Galt,23.78537106,22.35451148,15.02936466,16.05979712,15.71809931,21.18526428,32.15696743,25.91030432
Cldn1,20.624,13.344,3.992,3.444,12.37,15.032,31.97,22.297
Stx7,8.71,7.944,6.208,6.089,7.774,9.171,9.812,8.509
Magix,4.056380824,4.689399055,3.504388926,2.771775827,3.848750844,4.392302498,6.058406482,5.64652262
Wwox,4.105,3.639,2.835,3.647,4.381,4.625,5.696,5.328
Zfp109,4.36186571,4.161968221,3.478985136,3.72373142,4.761660687,5.994361866,6.463352127,5.272936955
Abcb11,75.537,41.284,16.449,14.982,37.181,72.741,83.815,61.792
Ackr2,9.561,6.966,4.332,2.456,6.284,5.808,12.748,10.706
Aadac,56.34379906,44.84458399,49.79434851,39.87598116,53.69073783,53.09419152,100.3783359,58.47566719
Cml5,7.413105413,3.122507123,7.618233618,13.4985755,19.12820513,24.41025641,26.30769231,6.820512821
Zfp593,13.98601399,13.67132867,9.755244755,8.636363636,11.92307692,13.77622378,18.42657343,17.76223776
Qdpr,35.791,33.849,31.959,34.28,39.731,46.094,56.889,53.709
Zfand1,5.944789215,5.526428419,5.424780655,4.306655254,5.494329125,5.511448748,7.088594051,5.665525358
Cyb5b,48.556,52.515,39.664,52.808,57.828,72.662,84.066,73.973
Rnf141,8.059,10.448,7.845,5.028,7.433,7.779,12.848,10.804
Dph7,3.706077348,3.632044199,3.286187845,3.773480663,4.125966851,4.093922652,5.213259669,4.402209945
Rab32,14.316,12.092,9.382,8.69,11.831,11.116,17.792,15.395
Bphl,32.838,29.545,19.243,17.206,23.842,19.604,36.211,33.429
Ints1,6.057,5.518,4.192,5.464,6.212,6.412,6.725,5.738
Nabp2,12.11965011,11.36988441,10.04061231,12.59762574,12.50702905,13.09434552,15.75757576,14.92970947
Mettl18,5.016722408,2.608695652,2.006688963,3.879598662,6.02006689,6.153846154,6.722408027,6.588628763
2210016F16Rik,8.814465409,7.383647799,4.959119497,6.946540881,7.339622642,7.933962264,10.10062893,8.455974843
Tmem242,8.109,7.905,5.629,7.527,8.187,8.383,9.36,8.345
Acsl5,21.775,11.348,12.796,20.373,19.3,29.906,34.078,24.74
Mad2l2,12.33239788,7.686311194,4.231368881,3.807296539,7.390084191,5.818521983,14.24072342,12.06423449
1700030K09Rik,4.806,4.461,4.152,5.101,5.619,6.018,6.324,6.164
Immp1l,8.81,8.531,6.727,5.9,8.007,6.754,10.59,9.394
Tm7sf2,25.77227723,30.22112211,24.24422442,24.02640264,31.81848185,41.54455446,43.64686469,33.00660066
Snx24,11.914,11.387,10.739,8.298,10.413,10.958,13.426,11.886
Dtd2,5.50964975,5.258041458,4.823445318,5.422444603,7.083631165,7.02501787,7.641172266,6.468906362
Gatc,5.581081081,6.015202703,5.900337838,7.094594595,7.035472973,8.788851351,9.326013514,8.336148649
Slc35e3,10.913,12.757,12.316,13.863,14.04,15.084,19.122,16.969
BC004004,22.226,19.644,10.44,12.962,14.758,16.976,26.249,22.772
Acox2,86.8,90.826,54.256,32.929,64.847,68.326,116.89,94.565
Mrpl3,6.708,8.453,6.567,9.126,9.695,9.487,10.239,9.935
Steap3,6.958,6.065,5.01,4.185,5.242,7.91,8.959,6.509
Bco2,7.459,6.848,5.45,3.531,4.919,5.519,8.156,5.705
Ces1e,7.058,5.635,3.813,6.67,6.858,7.857,16.788,7.82
Slc44a1,7.308,4.5,4.911,4.737,7.433,8.409,11.042,8.165
Sardh,35.491,44.611,57.73,61.019,62.891,60.337,63.389,37.577
Stab2,13.065,10.253,9.123,8.21,10,9.855,14.605,11.05
Commd1,12.164,11.583,9.402,8.167,11.059,11.011,16.086,12.001
Thyn1,3.715093673,5.809473312,3.211382114,4.211735596,5.616825733,6.17709438,7.051961824,6.085189113
Cald1,24.228,22.736,21.04,15.607,19.174,23.888,28.833,24.117
Slc45a3,41.047,34.945,9.162,7.789,38.6,39.209,60.478,56.759
Zfp418,4.555,4.461,2.894,3.255,4.273,3.653,5.295,4.705
Leap2,134.0481172,123.2112971,81.85146444,55.48117155,93.71338912,91.80962343,255.4079498,246.2656904
Ctdsp1,101.9662769,92.27087299,72.69241229,68.56948599,51.99891216,70.39706282,103.8727223,72.8555888
Acat3,74.636,68.286,38.746,30.139,55.727,39.76,92.523,68.579
Lcor,19.60948054,18.40599288,16.96426378,15.00798232,20.72454869,23.7197593,24.00712268,19.83175734
Kdm4a,11.864,12.64,8.663,8.661,13.178,13.691,13.927,12.968
Dtx4,3.704,2.857,1.258,1.017,2.926,3.127,6.123,3.804
Lgalsl,6.350364964,4.421272158,1.83872089,1.338199513,3.651372958,5.526590198,12.86583246,8.262078554
Ralgps1,4.605,2.974,3.034,2.122,3.519,3.39,5.822,4.984
Lrfn3,35.69499905,26.63814413,4.061608671,5.084616847,12.22095455,21.63719338,38.6993725,35.00855676
A230050P20Rik,107.0512821,101.0856519,58.97163121,49.47081288,70.52100382,94.19258047,122.1167485,104.5117294
Tmem220,13.3062721,12.96320545,11.91960194,11.2832264,12.50621972,11.76770983,17.25153856,13.33115098
Tmem60,4.139784946,4.532671629,4.375516956,3.664185277,4.82630273,5.653432589,6.124896609,5.219189413
Gmpr2,5.873367279,4.850564534,4.640247952,5.727252601,7.870267877,7.622315696,8.000885544,7.22382112
Gm4956,12.915,10.996,7.486,8.85,30,21.759,35.86,21.739
F630028O10Rik,5.247524752,4.560279557,4.071054164,4.991263832,6.272568433,4.746651136,7.600465929,7.163657542
Magix,3.948406178,4.564574433,3.41110746,2.770292475,3.775879067,4.318107131,5.938218863,5.603023332
Gfod1,5.807,4.031,4.292,3.241,5.781,6.018,7.252,6.558
Tomm40l,7.013274336,7.359882006,5.593657817,6.965339233,7.547935103,8.333333333,13.41814159,10.33554572
Net1,31.14685004,29.29680568,16.472937,20.29170364,31.99977817,27.92258208,40.60891748,38.04125998
Tmpo,10.562,11.348,9.881,10.637,14.327,14.059,15.634,14.477
Tmpo,10.562,11.348,9.881,10.637,14.327,14.059,15.634,14.477
Glo1,43.4,40.971,26.769,29.601,56.212,32.113,85.823,65.989
Fancf,40.30787448,38.22972173,25.64831261,36.65482534,35.07992895,41.69923031,45.76080521,43.0017762
Fbxl5,4.255,3.913,3.493,3.865,4.811,4.914,5.32,5.115
Adck3,26.731,19.214,7.346,9.983,54.686,38.184,68.056,48.364
Pfkm,4.355,3.757,2.395,3.924,4.004,4.441,5.27,4.787
Mapk9,7.158,7.944,6.408,6.423,8.115,7.542,10.665,10.394
Mrps2,29.71223022,30.97122302,18.30935252,30.44964029,40.35971223,44.66726619,53.93884892,48.50719424
Atf5,18.071,12.444,8.065,11.974,20,22.705,21.205,26.51
Mical2,5.006,3.718,3.034,3.386,5.961,5.046,9.436,10.034
Gm3336,3.110367893,1.495461061,0.191113235,0.692785475,2.403248925,3.516483516,5.63306259,2.742474916
Sall2,7.635843661,6.218620909,5.265332062,5.678423896,6.047028916,7.934540833,8.690816651,6.564982523
Dhx30,3.454,4.265,3.733,3.822,4.47,4.599,6.048,6.017
Birc3,33.388,34.632,27.088,28.322,29.749,33.795,41.732,35.56
Dhcr7,16.419,19.918,11.019,13.878,11.885,21.286,24.116,21.133
S1pr1,33.20625238,27.30080061,19.48150972,17.22836447,38.33015631,34.6664125,46.49637819,36.7518109
Fxn,5.056,4.344,3.314,3.982,6.05,5.939,6.976,7.869
Pigr,30.335,34.788,13.394,13.456,26.23,31.272,53.552,44.381
Tjp2,6.207,5.009,3.992,4.156,6.05,6.438,6.851,6.115
Top3b,13.315,12.209,8.384,11.218,13.106,11.904,15.709,15.395
Wiz,4.505,3.17,2.515,3.168,3.268,3.469,5.27,4.295
Med24,5.456,5.792,3.593,4.229,7.576,7.253,8.356,8.329
Sh3bp5,20.774,19.683,15.67,14.575,28.564,22.626,35.76,24.69
Clcn6,4.655,2.504,1.896,2.281,2.065,4.809,5.42,4.148
Hebp1,39.796,43.202,33.237,34.745,40.323,40.365,60.653,48.889
Bhmt,92.857,79.556,51.162,67.921,322.298,253.069,718.203,436.936
Arl10,9.7303207,8.175413022,5.818756074,8.719630709,9.378036929,9.385325559,11.8877551,9.837220603
Pnkd,10.512,14.753,3.573,6.336,16.733,13.534,36.939,32.527
C1d,8.012344387,7.859608746,6.703630087,6.735014123,8.695470237,7.917146145,10.23851867,9.398472644
Dnajc4,6.147332769,5.300592718,4.309906859,4.428450466,4.940728196,6.342082981,6.905165114,5.482641829
Kras,11.213,9.822,11.278,8.632,11.077,13.14,14.555,14.247
Pvrl1,34.59,40.932,27.148,32.609,44.147,46.987,64.242,52.463
Adck3,26.931,21.405,7.605,10.783,55.027,37.763,71.519,53.824
Hdhd3,17.89014821,18.42197036,13.7489102,17.22755013,19.72101133,20.84568439,30.6277245,21.72624237
Haao,123.442,111.448,89.03,99.876,88.456,145.981,162.687,140.962
Cks2,25.53191489,24.40687846,21.17749927,22.53278927,27.57505101,27.49635675,32.18303702,33.11570971
Mrpl35,4.500455166,5.744196632,4.929449249,5.142239417,5.761265362,5.861401912,6.882111971,6.007055075
Mrps15,6.589499168,5.447117567,4.560447874,5.277651687,6.165834468,6.123467998,7.327886216,6.598577697
Ormdl3,27.3582996,21.48785425,15.45546559,19.78238866,24.75961538,24.67105263,27.6847166,25.88562753
Spryd7,7.158,5.948,5.15,6.394,6.589,8.514,8.181,8.689
Echdc1,6.808,5.948,5.669,5.856,7.145,7.621,9.034,8.476
Acbd4,18.8768797,19.26221805,15.17269737,16.38862782,18.39168233,19.35737782,26.03148496,19.97297932
Ergic1,11.363,14.009,9.821,13.093,21.706,22.915,22.961,25.199
Alkbh8,4.705,5.596,4.032,4.418,5.996,5.703,6.474,6.591
Ppil1,7.358,7.357,5.17,5.508,7.056,8.935,11.016,10.312
Chst13,9.161,11.505,8.404,11.277,12.262,13.008,18.971,19.903
2310067B10Rik,4.055,3.991,3.314,3.72,4.327,3.81,5.37,4.984
Wdr89,4.906,6.613,3.913,4.287,4.74,5.887,7.277,7.099
Mterfd3,4.174374526,3.144806672,2.6641395,2.071266111,7.13267627,4.542835481,13.27975739,10.91281274
Trappc8,11.013,11.583,8.983,9.417,10.539,12.772,13.601,12.722
Tmem101,6.184846857,4.836109618,3.86351424,4.06233208,5.206878023,6.356797421,8.629768941,7.135948415
Cutal,16.519,15.144,12.037,12.366,13.232,16.766,22.56,17.428
Nup62,18.071,12.444,8.085,11.945,20.018,22.653,21.18,26.281
Dhx30,3.254,3.835,3.174,3.56,4.291,4.31,5.847,5.541
Qprt,39.545,44.454,26.509,43.828,44.237,53.61,64.217,61.415
Kptn,4.437156533,4.786385393,2.937422443,3.658925722,4.297110441,4.938840631,5.382024464,4.766885304
Pigt,8.78318332,8.426569443,5.708100718,7.847783981,9.736812123,9.192206904,10.32129429,12.14196195
Ncoa5,8.96,9.431,7.586,8.835,10.7,10.407,12.924,12.64
Mypop,5.227646092,3.811311899,2.436047876,2.676601737,3.875850739,4.163341939,5.801455057,3.962684816
Tspan33,4.255,3.209,2.336,3.095,3.591,4.441,3.965,5.132
Catsper2,6.307,4.344,3.873,5.711,6.086,8.12,6.525,9.279
Nat10,16.319,10.996,8.404,8.995,11.041,10.827,17.165,15.018
Slc36a1,5.606,6.887,3.713,3.909,5.153,7.148,9.812,6.312
Zfp128,6.007,5.713,3.553,4.49,8.079,6.412,9.26,7.066
Aldh5a1,6.808,6.418,6.088,5.682,8.743,8.015,11.267,9.624
Slc26a1,110.9893651,121.4437641,100.2288108,101.2020625,107.4991943,112.5523687,164.5729939,119.8839832
Hist1h2af,22.92620865,17.91348601,17.78625954,22.54452926,19.6437659,24.73282443,24.27480916,28.37150127
Trappc8,11.013,11.583,8.983,9.417,10.539,12.772,13.601,12.722
Mical2,5.006,3.718,3.034,3.386,5.961,5.046,9.436,10.034
Ppp1r3b,223.757,237.689,113.663,129.274,245.494,315.613,486.405,515.86
Hist1h4a,75.41666667,84.03846154,56.95512821,62.40384615,64.45512821,77.5,135.9294872,127.1794872
Fbxl5,4.255,3.913,3.493,3.865,4.811,4.914,5.32,5.115
Gadd45gip1,23.33888426,20.84929226,13.1307244,21.89841799,22.27310575,24.28809326,22.77268943,27.98501249
C030039L03Rik,3.804,3.209,2.415,2.761,4.363,4.415,5.646,4.672
1810024B03Rik,4.856,4.344,3.314,3.662,5.835,5.676,6.148,6.148
Zbtb26,10.62206835,10.96939915,8.02546348,10.03015412,10.70694662,11.03529149,13.98481126,12.46928747
A930005H10Rik,10.77768014,11.26098418,8.508347979,9.512302285,11.59490334,12.64279438,13.67091388,13.72144112
A930005H10Rik,10.27672395,11.43941085,8.375362642,9.43762553,11.53983486,12.60879268,13.38540504,13.5728632
G630025P09Rik,6.756756757,6.351351351,3.243243243,6.297297297,4.864864865,9.243243243,11.54054054,9.297297297
Wiz,4.255,3.091,2.475,3.139,3.178,3.259,5.245,4.312
AI463170,14.69601677,14.360587,6.278825996,9.444444444,12.61006289,17.90356394,21.04821803,14.77987421
Chka,39.395,13.696,5.789,5.842,14.452,17.738,23.513,42.02
Clpx,84.247,36.745,18.325,24.486,57.576,49.615,119.625,139.88
Chka,39.395,13.696,5.789,5.842,14.452,17.738,23.513,42.02
Tjp3,7.158,7.396,3.334,3.023,8.097,9.461,15.032,15.263
Sumo3,17.32,14.753,10.101,10.347,16.212,13.324,18.043,21.182
Pcbd1,46.75594242,40.08704386,36.62202879,37.89755608,41.41278875,41.8781386,52.08905256,58.23568798
Ankrd39,7.193057334,6.569924598,3.891022905,4.073125622,6.487409304,7.663963579,9.139280125,10.07682458
Leprotl1,6.497600349,5.164703316,3.462041885,4.042321117,5.659904014,5.073080279,7.034249564,7.260034904
Tars,44.851,26.453,16.409,27.16,34.955,39.366,40.176,45.004
Apof,132.3870968,148.9677419,88.83870968,109.6774194,125.0967742,139.0322581,210.4516129,240.1290323
Elovl5,46.754,20.31,16.968,18.208,27.343,31.903,45.672,71.153
Dph1,13.415,15.027,9.262,13.326,13.77,16.057,16.663,18.313
Dpp9,26.13,18.705,9.801,15.622,18.923,19.026,19.724,31.642
4932438A13Rik,12.114,9.274,7.486,7.629,9.803,8.094,12.924,13.542
Szt2,5.056,5.165,3.294,4.258,4.901,5.781,6.675,6.689
AI413582,8.177641654,8.187850944,5.502807555,6.008167432,3.848902501,4.558448188,6.151097499,8.366513527
Fam222a,17.62,19.018,6.607,5.973,7.217,9.671,21.205,29.74
Odf3b,42.13178295,25.13289037,11.49501661,10.29900332,14.81173865,26.33997785,38.76522702,43.21151717
Lamp2,71.882,70.203,47.37,45.063,71.526,66.802,78.621,83.056
Slc30a10,25.079,16.827,8.783,5.013,14.345,17.738,31.895,37.462
Zfp748,6.157,5.518,4.971,5.885,6.679,5.992,7.077,7.492
Mon1b,11.00869107,10.35817751,6.808006321,7.960231762,10.26073216,10.27785093,12.32552015,12.43481696
Pfdn4,4.884437596,5.69423044,2.73412087,4.228727958,4.64132854,4.858757062,5.112138332,5.978428351
Cdkn1a,39.20770324,32.11709965,4.231614321,3.568566628,11.41656973,5.944164405,47.97078971,76.15742536
Ptprj,17.12,14.557,15.171,17.976,17.307,22.416,20.05,23.51
Spg20,15.818,16.162,9.921,8.269,13.393,9.934,17.441,19.018
Spg20,15.818,16.24,9.881,8.269,13.357,9.96,17.416,19.149
Ppm1b,28.383,23.323,24.872,22.364,31.724,27.725,35.91,36.298
Ppm1b,28.583,23.362,25.232,22.946,33.734,27.698,35.985,37.331
Mtx1,10.30414747,9.496159754,8.21812596,10.75883257,12.19047619,10.98003072,12.41167435,13.60061444
Srr,39.896,37.606,37.448,39.628,46.266,46.724,52.472,58.037
Med23,6.407,7.944,4.751,5.086,6.373,6.386,7.93,8.033
G630090E17Rik,11.113,10.84,8.544,7.556,8.582,7.358,12.296,12.968
Slc45a3,34.189,31.971,5.969,7.469,29.192,31.877,50.189,56.414
Fam198a,8.209,7.474,4.172,1.918,5.583,4.809,8.783,11.788
Arntl,23.477,10.292,0.958,1.395,6.499,12.456,20.201,25.1
Cdkn1a,16.37850939,11.61785498,1.250252474,1.145223187,5.657442941,1.96323975,30.00605938,56.12805494
Elovl3,505.311804,418.3407572,52.68374165,27.42761693,102.5612472,69.35412027,871.3195991,1074.420935
Clock,15.167,14.988,6.927,6.917,10.934,14.138,15.885,18.51
Cstb,33.06195597,27.64976959,25.14592934,19.19610855,21.04966718,23.68151562,24.54173067,35.17153098
Sgpl1,15.368,14.714,11.618,11.262,18.51,12.535,24.542,25.051
Dusp2,4.566210046,3.561643836,3.652968037,3.333333333,1.643835616,2.420091324,3.424657534,5.98173516
Il18bp,27.8313253,19.58294717,27.1918443,15.89434662,27.28452271,23.38276182,29.76830399,31.14921223
Itga5,16.219,14.635,9.282,9.635,14.237,10.617,22.911,23.33
Lamp2,71.882,70.203,47.37,45.063,71.526,66.802,78.621,83.056
Ppm1b,28.383,23.323,24.872,22.364,31.724,27.725,35.91,36.298
Orc5,4.806,5.752,4.531,5.871,6.661,6.754,6.851,7.722
Grk5,5.006,3.678,2.835,3.822,3.465,4.415,5.119,5.476
B3gat3,23.04500413,19.14533443,13.02229562,15.45004129,18.16061107,19.96490504,23.10487201,25.58629232
Stx1b,12.715,10.487,3.613,4.214,2.765,5.23,9.109,13.165
Pithd1,9.603857721,10.63258322,7.534999481,7.881364721,8.247433371,8.82920253,10.87732034,11.35746137
Ppdpf,46.5232358,44.44922547,26.28227194,32.39242685,30.59380379,40.93803787,49.24268503,63.91566265
Tmem179b,98.52004111,89.48612539,75.6012333,85.8016444,60.51901336,70.49331963,75.56526208,98.82322713
Ahctf1,14.166,14.166,13.155,19.356,19.318,19.736,22.359,23.707
Mocos,21.475,16.866,11.997,14.75,15.171,16.95,18.545,22.116
Esam,9.973271777,9.651318187,7.106062447,7.432875714,6.804762483,6.799902806,7.53006925,10.45680962
Sdr9c7,26.881,27.119,16.788,13.282,19.838,24.992,35.785,37.446
1300002K09Rik,38.194,24.692,7.106,10.492,16.212,34.452,28.156,38.724
Lonrf3,7.559,2.622,1.976,4.534,7.882,10.512,9.887,10.591
Rnf121,6.207,7.592,5.49,7.6,8.043,8.225,8.457,8.656
Lnx2,23.627,21.992,16.349,12.439,19.874,16.057,20.226,32.625
Pcca,7.709,8.726,5.989,5.275,8.6,9.119,9.862,11.985
Aldh16a1,12.815,15.183,9.382,10.1,10.969,11.142,16.311,16.985
Tmie,19.773,21.679,9.562,10.172,14.506,13.376,30.665,30.773
Nrn1,35.84419388,33.98008493,29.1433592,24.06648118,30.86396251,17.43154195,45.30824425,49.81549275
Megf9,15.568,13.344,11.997,7.237,15.314,8.541,18.595,19.985
Mon1b,11.18954071,10.55006097,6.97737434,8.032786885,10.50806124,10.50264192,12.57959626,12.63920878
Hspbap1,4.555,4.97,3.773,3.153,4.47,4.993,6.449,7.279
Hist1h4d,1503.333333,1511.346154,1139.487179,1346.50641,979.3910256,986.3141026,1480.737179,1532.275641
Ppm1f,6.858,6.848,5.29,5.624,5.961,6.727,8.08,8.525
Fam198a,8.209,7.513,4.172,1.976,5.601,4.757,8.683,11.952
Lcmt2,43.75977257,39.21819474,30.22032694,32.11798152,28.45771144,21.108742,36.56005686,47.54086709
Ptrh1,4.235758601,3.310772702,3.716864072,5.160744501,5.267907501,6.672306825,5.803722504,8.0428652
Psmd11,34.59,31.501,24.912,26.288,27.81,30.352,36.111,38.921
Pik3c2g,9.361,6.731,5.849,5.435,8.618,9.014,9.36,11.017
A930005H10Rik,44.75847893,42.63103803,32.82631038,38.23227133,34.87153135,37.54367934,49.51695786,53.75128469
D930048N14Rik,24.35067682,24.41624365,14.52411168,10.20516074,19.6319797,19.78637902,30.20093063,31.76395939
3930402G23Rik,4.682422452,3.082225505,1.373707533,0.787789266,0.177252585,0.645002462,1.482028557,6.863613983
1110054M08Rik,58.24545455,69.01818182,56.8,45.70909091,56.8,54.94545455,57.49090909,83.01818182
Gm2061,4.965132497,3.517743685,1.825507516,1.734077173,3.060591973,3.379823338,6.53339532,6.834030683
5033403H07Rik,106.072,76.386,35.951,37.521,60.359,91.636,108.282,121.895
Gm15401,10.45863768,4.985561406,1.289281468,0.864616953,1.798878886,7.677934432,9.463224053,11.11092237
Gm15401,10.27682737,4.869362364,1.241057543,0.858475894,1.702954899,7.398133748,9.132192846,11.06531882
1810012K16Rik,214.3628014,192.7439724,174.6383467,138.6452354,127.5889782,154.7761194,207.7267509,215.5223881
4930599N23Rik,6.207,6.144,4.911,4.607,4.991,5.887,6.625,7.722
Agxt2,15.217,20.388,10.161,6.161,9.372,12.115,18.771,21.887
Pnrc1,126.5201465,73.96336996,120.5054945,53.76556777,73.26007326,79.31868132,105.1575092,160.2271062
Kif21b,12.114,7.318,8.244,6.22,6.427,9.066,9.988,9.427
Arl4a,68.11642566,35.11308862,25.46162403,23.81535039,35.74712644,25.62476826,41.21987393,64.92398962
Hsd3b7,384.0284757,319.2211055,228.3752094,174.6482412,222.3869347,328.1574539,358.3417085,336.959799
Syne1,6.157,4.148,3.054,1.86,3.142,3.942,5.772,4.492
Lgals9,68.128,58.346,29.005,29.136,43.142,52.243,59.825,66.841
Klhdc7b,69.38393839,45.4180418,11.96919692,4.873487349,16.98569857,29.34543454,63.91089109,36.97469747
Mthfr,18.822,8.922,3.094,3.677,6.715,7.884,18.193,20.477
Ly6e,52.44091711,40.16578483,26.26455026,17.8377425,24.50793651,35.13227513,41.33686067,34.29276896
Ly6e,52.07355517,40.02451839,26.15061296,17.81436077,24.39929947,34.97723292,41.04728546,34.22416813
Ly6e,52.91785714,40.52857143,26.30714286,17.64642857,24.62142857,35.28928571,41.675,33.90357143
Ablim3,37.143,36.667,11.039,19.516,22.891,30.037,33.702,49.742
Filip1l,7.308,6.261,6.388,4.766,5.53,4.94,6.951,7.345
Myo7a,20.774,17.492,12.596,9.635,10.126,16.267,18.871,15.526
Arl4a,77.2674976,39.76989453,28.51869607,24.79865772,39.33365292,29.22818792,45.83413231,69.16107383
Ccng2,24.88211443,13.28127346,6.864394053,6.458927767,15.63748311,11.44466136,17.82549932,18.29253642
Gas2,13.766,10.644,9.402,5.42,6.194,6.57,14.68,15.591
Gstm2,8.786106033,3.575868373,1.020109689,0.851919561,1.510054845,2.402193784,7.890310786,7.853747715
Gstm6,14.83459683,9.303928325,5.916609235,2.953135768,3.094417643,7.787732598,11.84700207,12.03308063
Ppap2a,16.118,13.853,12.177,10.376,12.585,13.14,14.203,15.018
Itih1,70.381,59.637,34.354,27.552,58.223,57.972,69.662,64.956
Nudt1,7.603227337,5.849549122,2.937826293,2.724252492,2.769340294,4.053156146,6.015662079,6.264831514
Npas2,9.711,0.822,0.04,0.102,0.036,0.158,4.969,13.329
Pomc,4.640130862,4.266630316,2.993456925,4.198473282,2.006543075,3.726826609,5.199018539,5.856052345
Ppap2a,16.068,13.853,12.157,10.332,12.603,13.087,14.178,15.001
Anp32a,69.98,54.002,28.246,33.278,44.273,50.798,67.655,59.939
Gstm1,116.1385607,40.1396348,55.37325456,30.28195489,39.62943072,61.74543502,107.2099893,78.97959184
Mthfr,15.818,8.257,3.453,3.778,6.176,6.911,15.132,18.198
Avpr1a,17.27918782,11.65482234,5.133671743,2.016920474,3.888324873,5.692047377,16.9001692,14.31472081
Ppp1r3c,102.0668058,56.37091162,81.68058455,21.64231037,22.55045233,25.69241475,151.7536534,187.7905358
Nfil3,59.368,22.658,30.422,19.211,30.305,51.139,40.101,66.005
Rnf130,10.712,7.983,7.406,6.685,7.828,7.437,9.561,9.525
Rnf125,15.768,6.574,2.336,1.279,1.652,4.178,6.826,5.066
Micalcl,19.222,13.188,5.849,5.667,9.39,7.279,14.906,14.427
1700017B05Rik,30.11476202,25.05436096,16.90384151,13.81493114,15.85407103,26.57163566,20.64387533,36.10533945
Ocstamp,8.329371817,5.714770798,3.728353141,2.960950764,2.743633277,5.174872666,5.881154499,8.349745331
2010109A12Rik,6.261851927,3.631228566,2.255396409,2.60843252,3.005850313,3.286261852,3.64535001,6.251765181
Fam35a,13.866,12.992,9.162,9.765,11.185,11.589,12.723,14.559
Lcn12,9.85004686,7.338331771,3.552014995,3.81443299,3.870665417,6.654170572,9.409559513,7.835051546
Tymp,68.7962665,50.25426456,26.02188606,21.74766656,27.79530093,41.27454136,59.84872868,66.74927583
Cbs,83.796,68.833,46.811,27.232,38.743,39.445,70.114,104.861
Gckr,61.821,67.464,54.616,38.189,51.939,56.001,70.315,74.039
Hist1h2ad,43.30788804,25.8778626,34.52926209,17.76081425,28.32061069,22.72264631,42.13740458,50.48346056
Cbs,83.446,68.52,46.691,27.189,38.582,39.393,69.963,104.648
Tbc1d22b,4.906,4.539,2.755,3.139,3.537,4.441,4.141,5.033
